audit_id,item_type,case_id,action_index,predicted_family,route,action,rationale,approval_required,retrieval_query,evidence_refs,deterministic_eligible,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_decision,strict_reason,review_queue_decision,review_queue_reason
EG-O-0353,original,ieee-access-0151,2,Spoofing,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,spoofing impersonation authentication network access control identity incident notification response escalation operator IoT predicted family Spoofing proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0062', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-213A-0065']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support incident reporting/notification and tracking, which is compatible with operator notification, but they do not explicitly support the threshold-based rationale.",generally_supported,The NIST reporting/communication excerpts generally support notifying relevant stakeholders/operators. They do not specifically support notification due to below-threshold detector confidence.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0354,original,ieee-access-0152,1,Benign,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP HTTP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0067']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence retention, but not specifically traffic capture.",generally_supported,"The excerpts support monitoring and collecting incident evidence generally, but do not explicitly support the specific action of capturing network traffic before a decision.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0355,original,ieee-access-0152,2,Benign,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP HTTP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-61r3-0068', 'NIST.IR.8259A-0022']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf,unsupported,"The evidence supports monitoring and communication, but not operator notification from low confidence.",generally_supported,"The cited text supports reporting/communication and making device state available to authorized entities, which generally aligns with notifying an operator, but it does not specifically justify notification due to low detector confidence.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0356,original,ieee-access-0153,1,Benign,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0067']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence retention, but not specifically traffic capture.",generally_supported,"The excerpts support monitoring and collecting incident evidence generally, but do not explicitly support the specific action of capturing network traffic before a decision.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0357,original,ieee-access-0153,2,Benign,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-61r3-0068']",True,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The evidence supports monitoring and communication, but not operator notification from low confidence.",generally_supported,"The cited text supports reporting/communication and making device state available to authorized entities, which generally aligns with notifying an operator, but it does not specifically justify notification due to low detector confidence.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0358,original,ieee-access-0154,1,Benign,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0067']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence retention, but not specifically traffic capture.",generally_supported,"The excerpts support monitoring and collecting incident evidence generally, but do not explicitly support the specific action of capturing network traffic before a decision.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0359,original,ieee-access-0154,2,Benign,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-61r3-0068']",True,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The evidence supports monitoring and communication, but not operator notification from low confidence.",generally_supported,"The cited text supports reporting/communication and making device state available to authorized entities, which generally aligns with notifying an operator, but it does not specifically justify notification due to low detector confidence.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0360,original,ieee-access-0155,1,Recon,escalate,CAPTURE_TRAFFIC,Collect additional evidence before a disruptive decision.,False,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support continuous monitoring and evidence collection, but not the specific traffic-capture action.",generally_supported,"The excerpts support monitoring and evidence retention generally, but do not explicitly support capturing traffic as the chosen evidence-collection action.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0361,original,ieee-access-0155,2,Recon,escalate,NOTIFY_OPERATOR,Detector confidence is below the validated threshold.,False,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not the specific operator-notification action.",generally_supported,"The cited text supports incident notification/reporting in general, but not specifically notification triggered by sub-threshold detector confidence.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0362,original,ieee-access-0156,1,Recon,plan,INCREASE_LOGGING,Adds visibility for recon-like behavior while keeping the response non-disruptive and compatible with limited device attribution.,False,reconnaissance scanning probing unauthorized activity continuous monitoring logging increase security event logging monitoring incident analysis IoT predicted family Recon proposed action INCREASE_LOGGING observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-213A-0053']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support monitoring and event identification/monitoring capabilities, which aligns with adding visibility, but not specifically increasing logging.",generally_supported,"The evidence supports monitoring and monitoring-capability objectives, which generally support added visibility, but it does not explicitly support increasing logging as the concrete action.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0363,original,ieee-access-0156,2,Recon,plan,CAPTURE_TRAFFIC,"Supports validation of whether the flow profile reflects scanning, enumeration, or benign service discovery.",False,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the specific action of capturing traffic.",generally_supported,"The excerpts support continuous monitoring and collecting/retaining incident evidence, but not explicitly packet capture to validate scanning or service discovery.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0364,original,ieee-access-0156,3,Recon,plan,NOTIFY_OPERATOR,Human review is appropriate because the alert is high-confidence but device identity is not validated.,False,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not notifying an operator based on device-identity concerns.",generally_supported,"The reporting/communication excerpt generally supports notifying stakeholders/operators, but the specific condition of high confidence with unvalidated device identity is not supported explicitly.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0365,original,ieee-access-0157,1,Spoofing,plan,INCREASE_LOGGING,Collect additional context to distinguish benign high-rate traffic from spoofing-related activity.,False,spoofing impersonation authentication network access control identity increase security event logging monitoring incident analysis IoT predicted family Spoofing proposed action INCREASE_LOGGING observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-213A-0065', 'NIST.SP.800-61r3-0062', 'RFC8576-0026']",True,NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The excerpts support session tracking, anti-spoofing, and incident status tracking, which align with visibility, but they do not explicitly recommend increasing logging.",unsupported,"The excerpts discuss anti-spoofing/session capabilities and incident status tracking, but do not support increasing logging or telemetry collection to distinguish benign traffic from spoofing.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0366,original,ieee-access-0157,2,Spoofing,plan,CAPTURE_TRAFFIC,Preserve packet-level evidence for validation and possible operator review.,False,spoofing impersonation authentication network access control identity collect network traffic evidence incident analysis monitoring IoT predicted family Spoofing proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0067', 'RFC8576-0026', 'RFC8576-0067']",True,NIST.SP.800-61r3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The evidence-preservation excerpt supports retaining incident data, but it does not explicitly support packet capture.",generally_supported,"The NIST excerpt generally supports collecting and retaining incident evidence, which broadly supports preserving evidence for validation/review. It does not explicitly support packet-level traffic capture.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0367,original,ieee-access-0157,3,Spoofing,plan,NOTIFY_OPERATOR,Human review is appropriate given moderate confidence and identity uncertainty.,False,spoofing impersonation authentication network access control identity incident notification response escalation operator IoT predicted family Spoofing proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0062', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-213A-0065']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support incident reporting/notification and tracking, which is compatible with human review, but they do not explicitly support the stated rationale.",generally_supported,The NIST communication/reporting excerpts generally support notifying operators/stakeholders in incident response. They do not specifically support human review because confidence is moderate and identity is uncertain.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0368,original,ieee-access-0158,1,Spoofing,plan,RESTRICT_EGRESS,Applied the predefined bounded policy default.,True,spoofing impersonation authentication network access control identity restrict outbound communication approved destinations network access policy MUD IoT predicted family Spoofing proposed action RESTRICT_EGRESS observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['RFC8520-0022', 'NIST.IR.8259A-0018', 'RFC8520-0044']",True,RFC8520.txt; NIST.IR.8259A.pdf; RFC8520.txt,generally_supported,"The excerpts support limiting access to authorized entities and using drop/accept ACLs, which is related to egress restriction, but they do not explicitly justify this action for spoofing.",generally_supported,RFC 8520 and NIST IR 8259A generally support restricting device traffic through ACLs and authorized-interface access controls. They do not directly support applying this specific predefined bounded policy default of egress restriction.,remove,General evidence is insufficient for a disruptive action without human approval.,keep,The disruptive action remains proposed but requires human approval.
EG-O-0369,original,ieee-access-0158,2,Spoofing,plan,CAPTURE_TRAFFIC,Applied the predefined bounded policy default.,False,spoofing impersonation authentication network access control identity collect network traffic evidence incident analysis monitoring IoT predicted family Spoofing proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0067', 'RFC8576-0026', 'RFC8576-0067']",True,NIST.SP.800-61r3.pdf; RFC8576.txt; RFC8576.txt,generally_supported,"The evidence-preservation excerpt supports collecting incident data, but it does not explicitly support traffic capture.",generally_supported,The NIST evidence-preservation excerpt generally supports collecting and retaining incident evidence. It does not explicitly support traffic capture or this predefined default.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0370,original,ieee-access-0158,3,Spoofing,plan,NOTIFY_OPERATOR,Applied the predefined bounded policy default.,False,spoofing impersonation authentication network access control identity incident notification response escalation operator IoT predicted family Spoofing proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0062', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-213A-0065']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support incident reporting and coordination, which is adjacent to operator notification, but they do not explicitly justify the default rationale.",generally_supported,The NIST reporting/communication excerpts generally support operator notification as part of incident response. They do not directly support this exact predefined bounded policy default.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0371,original,ieee-access-0159,1,Benign,monitor,NO_ACTION,The detector classified the observation as benign.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-213A-0053']",True,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited material supports monitoring and state awareness, but not a no-action decision.",unsupported,"The evidence supports monitoring and state awareness, not taking no action because an observation was classified benign.",remove,The independent checker found no useful support for the action.,remove,The independent checker found no useful support for the action.
EG-O-0372,original,ieee-access-0159,2,Benign,monitor,MONITOR,Continue non-disruptive observation.,False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",True,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,directly_supported,"The excerpts explicitly support continuous monitoring and event identification, matching monitor.",directly_supported,"The excerpts explicitly support ongoing monitoring and identifying cybersecurity events, which directly supports the MONITOR action.",keep,The action has direct documentary support.,keep,The action has direct documentary support.
EG-O-0373,original,ieee-access-0160,1,Spoofing,plan,INCREASE_LOGGING,Raise telemetry to capture additional evidence for a borderline-confidence spoofing alert.,False,spoofing impersonation authentication network access control identity increase security event logging monitoring incident analysis IoT predicted family Spoofing proposed action INCREASE_LOGGING observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['RFC8520-0022', 'NIST.SP.800-213A-0065', 'NIST.SP.800-61r3-0062']",True,RFC8520.txt; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support ACL-based traffic control and anti-spoofing/session tracking, which relate to telemetry and flow handling, but they do not explicitly recommend increasing logging.",unsupported,"The excerpts discuss ACL features, session tracking, anti-spoofing capability, and incident tracking, but they do not support increasing logging or raising telemetry for additional evidence collection.",keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0374,original,ieee-access-0160,2,Spoofing,plan,CAPTURE_TRAFFIC,Preserve packet-level evidence to distinguish spoofed traffic from benign bursty UDP behavior.,False,spoofing impersonation authentication network access control identity collect network traffic evidence incident analysis monitoring IoT predicted family Spoofing proposed action CAPTURE_TRAFFIC observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['NIST.SP.800-61r3-0067', 'RFC8576-0026', 'RFC8520-0022']",True,NIST.SP.800-61r3.pdf; RFC8576.txt; RFC8520.txt,generally_supported,"The evidence-preservation excerpt supports retaining incident data, but it does not explicitly support traffic capture.",generally_supported,The NIST evidence-collection excerpt generally supports preserving incident evidence. It does not explicitly support packet-level traffic capture to distinguish spoofing from bursty UDP traffic.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-O-0375,original,ieee-access-0160,3,Spoofing,plan,NOTIFY_OPERATOR,"Confidence is only slightly above threshold and no device identity is validated, so human review is appropriate before stronger containment.",False,spoofing impersonation authentication network access control identity incident notification response escalation operator IoT predicted family Spoofing proposed action NOTIFY_OPERATOR observed protocols TCP UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,"['RFC8520-0022', 'NIST.SP.800-61r3-0062', 'NIST.SP.800-61r3-0068']",True,RFC8520.txt; NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support incident reporting/notification and tracking, which is consistent with human review, but they do not explicitly support the confidence-based rationale.",generally_supported,The NIST communication/reporting excerpts generally support notifying appropriate incident-response stakeholders/operators. They do not specifically support operator review because confidence is only slightly above threshold and identity is unvalidated.,keep,General support is sufficient for this non-disruptive action.,keep,General support is sufficient for this non-disruptive action.
EG-F-0001,fallback,ieee-access-0003,0,Benign,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.IR.8259A-0022']",True,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.IR.8259A.pdf,generally_supported,"The excerpts support continuous monitoring and reporting cybersecurity state to authorized entities, which aligns with operator notification, but they do not explicitly recommend notifying an operator as the action.",unsupported,"The evidence covers monitoring, packet-dropping policy, and device state awareness. It does not support notifying an operator as a bounded fallback when no other evidence-eligible action remained.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0002,fallback,ieee-access-0011,0,Web,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",True,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,generally_supported,"The excerpts support validating inputs to prevent manipulations and failures, and mention timely notifications, but they do not specifically support notifying the operator as the chosen response.",unsupported,The excerpts do not support notifying an operator as a bounded fallback when no other evidence-eligible action remains. No operator-notification or fallback concept is present.,fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0003,fallback,ieee-access-0012,0,Web,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",True,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,generally_supported,"The excerpts again support input validation to prevent failures, which is related to handling web attacks, but do not justify operator notification directly.",unsupported,"The evidence is about input validation and TCP direction controls, not about using operator notification as a fallback action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0004,fallback,ieee-access-0021,0,BruteForce,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,password brute force failed authentication attempt limiting account lockout incident notification response escalation operator IoT predicted family BruteForce proposed action NOTIFY_OPERATOR observed protocols TCP UDP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'NIST.IR.8259A-0018']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; NIST.IR.8259A.pdf,generally_supported,"The evidence supports detecting and limiting repeated authentication attempts, which is relevant to brute-force defense, but it does not directly support notifying the operator.",unsupported,"The evidence supports brute-force defenses like limiting or delaying authentication attempts, not notifying an operator as a fallback action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0005,fallback,ieee-access-0024,0,BruteForce,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,password brute force failed authentication attempt limiting account lockout incident notification response escalation operator IoT predicted family BruteForce proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'NIST.IR.8259A-0018']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; NIST.IR.8259A.pdf,generally_supported,"Same as EG-F-0004: the excerpts support detecting and limiting failed authentication attempts, but not operator notification specifically.",unsupported,"The excerpts concern technical brute-force mitigations and access restriction, not operator notification or fallback-response selection.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0006,fallback,ieee-access-0041,0,DDoS,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The cited excerpts discuss routing in RPL and generic monitoring/reporting concepts, but do not support notifying the operator for a DDoS response.",unsupported,The cited excerpts do not support NOTIFY_OPERATOR as a fallback because no evidence-eligible action remained; they do not discuss fallback logic or operator escalation.,fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
EG-F-0007,fallback,ieee-access-0043,0,DDoS,escalate,NOTIFY_OPERATOR,"Use a bounded, non-disruptive fallback because no evidence-eligible action remained.",False,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,"['RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0035', 'RFC8576-0026']",True,RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,unsupported,"The excerpts again concern routing and generic monitoring, not an action to notify the operator in response to DDoS.",unsupported,No excerpt supports operator notification as a bounded fallback when other actions are unavailable.,fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action.",fallback,"Inserted a bounded, non-disruptive action after the gate removed every original action."
